Original_Index,Split_Set,Weekly_Sales
3527,Validation,878314.57
3528,Test,916446.02
3529,Test,997502.47
3530,Validation,1290532.97
3531,Validation,683665.37
3532,Validation,636419.12
3533,Validation,614764.31
3534,Test,594744.89
3535,Test,589554.29
3536,Test,642776.4
3537,Train,658984.38
3538,Test,654088.02
3539,Validation,613501.05
3540,Validation,643155.89
3541,Train,643711.53
3542,Validation,638204.27
3543,Test,672831.78
3544,Test,684348.92
3545,Test,791356.9
3546,Validation,658691.56
3547,Train,661566.48
3548,Test,655157.32
3549,Validation,696421.72
3550,Test,739866.16
3551,Test,717207.19
3552,Validation,783371.02
3553,Validation,694765.95
3554,Validation,730254.19
3555,Test,753860.89
3556,Validation,721601.9
3557,Validation,718890.81
3558,Validation,753385.55
3559,Validation,714093.95
3560,Train,685676.58
3561,Validation,659109.53
3562,Validation,709724.6
3563,Test,710496.97
3564,Validation,728467.72
3565,Validation,756527.64
3566,Validation,714828.73
3567,Train,671482.9
3568,Train,657241.63
3569,Validation,664745.2
3570,Test,683300.84
3571,Test,699536.73
3572,Validation,697317.41
3573,Test,685531.85
3574,Test,688940.94
3575,Test,1034119.21
3576,Validation,1015684.09
3577,Train,999348.55
3578,Test,855385.01
3579,Validation,1005669.58
3580,Validation,963382.09
3581,Validation,903366.55
3582,Validation,893613.0
3583,Test,1029849.2
3584,Validation,1022293.81
3585,Validation,905548.38
3586,Validation,881930.87
3587,Validation,904503.85
3588,Validation,1074479.73
3589,Test,972663.59
3590,Validation,986765.01
3591,Validation,1069851.59
3592,Validation,1003202.66
3593,Validation,1073862.59
3594,Validation,1001286.67
3595,Train,976242.09
3596,Train,1078455.48
3597,Validation,1122356.53
3598,Validation,1028151.72
3599,Validation,971615.62
3600,Validation,1005324.28
3601,Validation,1125329.77
3602,Validation,1011938.29
3603,Validation,1007385.36
3604,Validation,977322.52
3605,Test,1037549.71
3606,Train,1042226.3
3607,Validation,923473.7
3608,Validation,868636.3
3609,Validation,923221.52
3610,Train,1001069.52
3611,Validation,937956.89
3612,Test,916522.66
3613,Test,895069.88
3614,Train,970224.51
3615,Validation,971193.01
3616,Validation,901972.7
3617,Train,1286833.62
3618,Test,1016143.64
3619,Train,1149612.04
3620,Train,1196813.33
3621,Validation,1573982.47
3622,Test,877268.29
3623,Train,938149.21
3624,Train,812323.29
3625,Train,809833.21
3626,Test,817485.14
3627,Validation,911807.02
3628,Test,1010711.08
3629,Validation,981978.02
3630,Train,910298.44
3631,Validation,945643.17
3632,Train,946614.55
3633,Train,887426.12
3634,Validation,866566.54
3635,Validation,849231.61
3636,Validation,985229.81
3637,Validation,863266.12
3638,Validation,921700.61
3639,Train,873450.29
3640,Validation,1024778.23
3641,Test,941008.85
3642,Validation,938334.62
3643,Validation,996723.58
3644,Validation,1054454.4
3645,Validation,1094058.68
3646,Test,981646.46
3647,Validation,997474.93
3648,Validation,1070119.09
3649,Test,1133807.03
3650,Test,1021534.7
3651,Validation,1017867.8
3652,Validation,1005360.5
3653,Train,1107552.43
3654,Validation,1087644.5
3655,Validation,1021766.75
3656,Validation,1064617.62
3657,Test,1040143.14
3658,Validation,1069710.97
3659,Validation,951569.84
3660,Test,923644.6
3661,Test,959339.51
3662,Test,1130022.99
3663,Validation,987886.08
3664,Train,974907.28
3665,Validation,972256.98
3666,Train,988950.75
3667,Test,1077640.13
3668,Validation,946091.79
3669,Validation,1282320.05
3670,Validation,1012498.49
3671,Test,1148987.46
3672,Train,1204807.83
3673,Train,1515175.01
3674,Validation,972834.42
3675,Validation,971557.62
3676,Validation,836305.65
3677,Train,838751.5
3678,Validation,820059.89
3679,Train,939158.25
3680,Validation,1081005.64
3681,Validation,965788.76
3682,Validation,917924.47
3683,Train,955641.74
3684,Validation,1028569.01
3685,Train,919503.4
3686,Test,874790.68
3687,Validation,922018.43
3688,Validation,1116829.23
3689,Train,889670.29
3690,Test,923600.02
3691,Test,911969.0
3692,Validation,946573.29
3693,Validation,1062548.73
3694,Validation,978082.84
3695,Validation,1067310.74
3696,Validation,1015853.03
3697,Train,1106176.83
3698,Validation,1029248.22
3699,Train,1056282.91
3700,Validation,1051190.44
3701,Validation,1180470.8
3702,Train,1063149.78
3703,Validation,1049625.9
3704,Validation,1031745.14
3705,Test,1090915.09
3706,Validation,1121476.51
3707,Validation,1068292.56
3708,Validation,1022704.2
3709,Validation,1053495.51
3710,Validation,1081874.03
3711,Validation,986131.94
3712,Train,961084.08
3713,Validation,964726.37
3714,Validation,1095504.26
3715,Test,1044639.69
3716,Validation,975578.02
3717,Train,958619.8
3718,Validation,1874289.79
3719,Validation,1745362.72
3720,Train,1945070.33
3721,Test,1390934.27
3722,Test,1313729.72
3723,Train,1925113.12
3724,Validation,1700627.97
3725,Train,1836714.84
3726,Validation,2053952.97
3727,Validation,1955814.13
3728,Test,1857500.96
3729,Validation,1850205.47
3730,Train,1805885.04
3731,Validation,1939458.84
3732,Train,1842465.78
3733,Validation,1836595.58
3734,Validation,1962468.67
3735,Validation,2073102.59
3736,Validation,1873812.93
3737,Train,1887182.27
3738,Validation,1962625.01
3739,Test,2024554.1
3740,Train,2119163.01
3741,Validation,1880691.64
3742,Test,1808250.71
3743,Validation,1816489.53
3744,Validation,1908036.68
3745,Validation,1864436.12
3746,Train,1936878.46
3747,Validation,1870684.21
3748,Validation,1908110.9
3749,Test,1913494.81
3750,Train,1629978.46
3751,Validation,1597002.71
3752,Train,1543532.83
3753,Test,1707662.87
3754,Train,1728388.2
3755,Validation,1693935.29
3756,Validation,1688955.49
3757,Test,1686010.02
3758,Train,1828010.25
3759,Train,1704785.74
3760,Validation,2627910.75
3761,Validation,1884343.67
3762,Validation,2139733.68
3763,Validation,2350098.36
3764,Validation,3078162.08
3765,Test,1440963.0
3766,Validation,1568159.48
3767,Train,1532308.62
3768,Train,1517029.9
3769,Train,1421111.55
3770,Validation,1628100.79
3771,Train,1636224.77
3772,Validation,1709365.19
3773,Train,1688935.71
3774,Train,1656130.67
3775,Validation,1613259.77
3776,Validation,1624539.21
3777,Validation,1554651.08
3778,Train,1628868.28
3779,Validation,1689844.18
3780,Train,1727175.61
3781,Test,1921655.48
3782,Validation,1642074.64
3783,Test,1757041.96
3784,Test,1763545.32
3785,Test,1725268.56
3786,Validation,1820723.17
3787,Validation,2053708.01
3788,Validation,1817914.71
3789,Validation,1814740.09
3790,Test,1811455.15
3791,Validation,1949983.93
3792,Validation,2000055.27
3793,Test,1762155.79
3794,Test,1754879.45
3795,Validation,1744879.06
3796,Train,1747289.53
3797,Validation,1758437.96
3798,Validation,1781905.24
3799,Validation,2034400.78
3800,Test,1511717.53
3801,Validation,1911470.84
3802,Validation,1613773.9
3803,Validation,1606208.68
3804,Validation,1599626.26
3805,Test,1672339.27
3806,Validation,1682652.51
3807,Validation,1689591.44
3808,Train,1710372.4
3809,Test,1621109.3
3810,Validation,1800728.07
3811,Validation,1723739.44
3812,Train,2504400.71
3813,Train,1806924.74
3814,Train,2014665.98
3815,Test,2205919.86
3816,Train,2739019.75
3817,Validation,1650604.6
3818,Validation,1535287.4
3819,Validation,1492399.13
3820,Train,1542131.05
3821,Test,1263534.86
3822,Validation,1564246.02
3823,Validation,1651605.35
3824,Validation,1606221.56
3825,Test,1648602.39
3826,Test,1509323.09
3827,Test,1607343.41
3828,Validation,1635984.07
3829,Validation,1620839.34
3830,Validation,1615494.14
3831,Train,1899013.34
3832,Validation,1650405.21
3833,Test,1639999.47
3834,Validation,1565498.84
3835,Validation,1669388.45
3836,Validation,1674306.31
3837,Train,1707158.82
3838,Validation,1818906.73
3839,Validation,1900638.6
3840,Validation,1764756.31
3841,Test,1773500.56
3842,Test,1837884.79
3843,Validation,1842555.32
3844,Validation,2062224.92
3845,Validation,1755889.53
3846,Train,1730913.66
3847,Validation,1625883.71
3848,Validation,1705810.84
3849,Validation,1720537.26
3850,Train,1735339.59
3851,Validation,1780443.36
3852,Validation,1731935.43
3853,Validation,1840955.23
3854,Validation,1519604.5
3855,Validation,1557485.75
3856,Train,1540687.63
3857,Validation,1591816.88
3858,Test,1660081.29
3859,Test,1620374.24
3860,Validation,1703047.74
3861,Validation,1672352.29
3862,Validation,1558968.49
3863,Validation,1491300.42
3864,Train,1542173.33
3865,Validation,1608435.45
3866,Validation,1326877.11
3867,Validation,1279819.43
3868,Validation,1245268.77
3869,Test,1441559.4
3870,Validation,1382359.21
3871,Validation,1268240.66
3872,Validation,1244177.21
3873,Train,1186971.02
3874,Validation,1532893.22
3875,Test,1245898.73
3876,Validation,1217923.71
3877,Test,1176588.25
3878,Validation,1543678.02
3879,Validation,1348995.17
3880,Test,1267619.06
3881,Validation,1231025.07
3882,Validation,1399960.15
3883,Train,1340293.87
3884,Train,1225336.41
3885,Validation,1205884.98
3886,Test,1150204.71
3887,Test,1523101.38
3888,Validation,1218688.09
3889,Validation,1195897.6
3890,Train,1191585.92
3891,Test,1523410.71
3892,Test,1246062.17
3893,Validation,1159812.35
3894,Validation,1111797.21
3895,Validation,1203080.41
3896,Test,1334571.87
3897,Validation,1158062.99
3898,Validation,1120619.32
3899,Train,1231688.48
3900,Validation,1501663.26
3901,Validation,1266460.45
3902,Train,1179315.72
3903,Validation,1937033.5
3904,Validation,1447916.29
3905,Train,1466164.49
3906,Validation,1510443.62
3907,Validation,2026026.39
3908,Test,1090558.57
3909,Validation,1402902.47
3910,Train,1098286.61
3911,Validation,1079669.11
3912,Test,1127859.69
3913,Validation,1564897.32
3914,Validation,1397301.38
3915,Test,1514828.82
3916,Train,1311796.91
3917,Validation,1723736.91
3918,Train,1380836.35
3919,Validation,1286413.71
3920,Validation,1201059.72
3921,Test,1336838.41
3922,Validation,1414713.5
3923,Validation,1240126.07
3924,Validation,1297452.0
3925,Train,1222367.9
3926,Validation,1515890.38
3927,Validation,1253316.3
3928,Validation,1151282.31
3929,Validation,1160043.98
3930,Validation,1403779.25
3931,Train,1339972.83
3932,Validation,1268503.49
3933,Validation,1208809.34
3934,Test,1319054.57
3935,Validation,1459655.85
3936,Test,1197373.13
3937,Train,1165870.54
3938,Validation,1114530.29
3939,Train,1523870.89
3940,Validation,1218764.94
3941,Test,1200019.74
3942,Validation,1166479.51
3943,Train,1468871.49
3944,Test,1310087.0
3945,Validation,1159212.1
3946,Train,1109105.92
3947,Validation,1120731.76
3948,Test,1557314.58
3949,Validation,1220984.94
3950,Test,1203172.05
3951,Test,1242746.06
3952,Validation,1576654.67
3953,Validation,1402654.95
3954,Train,1255081.22
3955,Test,1929738.27
3956,Validation,1368130.35
3957,Train,1467024.3
3958,Test,1429954.66
3959,Validation,1796203.51
3960,Train,1270036.53
3961,Validation,1466046.07
3962,Validation,1161190.29
3963,Validation,1129540.48
3964,Test,1132948.48
3965,Validation,1531599.44
3966,Test,1572966.15
3967,Validation,1501503.68
3968,Validation,1323487.91
3969,Train,1451740.57
3970,Test,1680764.06
3971,Validation,1337875.49
3972,Train,1216059.41
3973,Validation,1209524.11
3974,Validation,1559592.79
3975,Test,1290684.95
3976,Validation,1180797.2
3977,Test,1170456.16
3978,Validation,1450628.85
3979,Train,1264575.18
3980,Validation,1213310.45
3981,Train,1151214.41
3982,Test,1245480.95
3983,Train,1440687.69
3984,Validation,1229760.97
3985,Validation,1180671.55
3986,Train,1129031.98
3987,Validation,1500863.54
3988,Validation,1179915.04
3989,Test,1149427.48
3990,Train,1135035.09
3991,Train,1376520.1
3992,Validation,1269113.41
3993,Train,1184198.41
3994,Train,1199309.59
3995,Validation,1227118.75
3996,Test,1469693.99
3997,Train,1124660.77
3998,Validation,1135340.19
3999,Validation,1129508.61
4000,Train,1462941.03
4001,Test,1205536.71
4002,Test,1143724.48
4003,Test,1213860.61
4004,Validation,538634.46
4005,Validation,529672.95
4006,Validation,542399.07
4007,Train,488417.61
4008,Train,535087.91
4009,Train,519042.49
4010,Test,496851.6
4011,Test,552985.34
4012,Test,599629.25
4013,Validation,569937.23
4014,Validation,509100.84
4015,Test,505329.66
4016,Validation,501013.47
4017,Validation,568497.35
4018,Train,518940.88
4019,Validation,502021.82
4020,Validation,577627.66
4021,Train,588017.66
4022,Validation,540716.58
4023,Validation,558731.74
4024,Test,585548.79
4025,Test,581473.55
4026,Validation,563449.43
4027,Validation,512292.01
4028,Test,506502.09
4029,Validation,509872.77
4030,Validation,519787.93
4031,Validation,495269.0
4032,Validation,531640.19
4033,Validation,545766.13
4034,Test,579272.38
4035,Validation,491290.37
4036,Train,463752.89
4037,Validation,465338.41
4038,Validation,474698.01
4039,Test,530059.06
4040,Validation,483011.69
4041,Train,505221.17
4042,Train,527058.59
4043,Train,521002.97
4044,Validation,524450.7
4045,Train,508174.55
4046,Validation,975268.91
4047,Validation,642678.53
4048,Validation,713834.74
4049,Validation,850538.25
4050,Test,1130926.79
4051,Validation,465992.02
4052,Validation,455952.18
4053,Validation,426905.26
4054,Train,445134.15
4055,Validation,410426.97
4056,Validation,504126.89
4057,Validation,550387.78
4058,Train,542529.21
4059,Test,483660.15
4060,Validation,536031.67
4061,Validation,493430.45
4062,Validation,493653.43
4063,Validation,478773.05
4064,Train,475615.26
4065,Validation,505304.33
4066,Train,518245.97
4067,Validation,589252.69
4068,Train,493078.64
4069,Train,534372.53
4070,Train,549551.02
4071,Train,492932.51
4072,Validation,550735.64
4073,Validation,598251.57
4074,Validation,558431.44
4075,Validation,536914.17
4076,Validation,545368.17
4077,Validation,567114.6
4078,Train,547586.07
4079,Validation,505246.15
4080,Test,507335.75
4081,Train,474653.06
4082,Validation,503486.37
4083,Validation,471311.5
4084,Test,498056.0
4085,Train,608294.98
4086,Train,497085.91
4087,Test,505406.72
4088,Validation,474129.35
4089,Validation,475696.37
4090,Validation,446516.26
4091,Validation,514993.0
4092,Test,475776.45
4093,Test,505068.22
4094,Train,515119.64
4095,Validation,620735.72
4096,Test,531600.62
4097,Train,504601.29
4098,Validation,913165.19
4099,Test,579874.22
4100,Train,633240.53
4101,Train,736805.66
4102,Validation,1016637.39
4103,Validation,551743.05
4104,Train,469773.85
4105,Validation,444756.37
4106,Train,446863.31
4107,Validation,395987.24
4108,Validation,493159.35
4109,Validation,545840.05
4110,Validation,559606.91
4111,Validation,488782.63
4112,Validation,500801.72
4113,Test,504750.35
4114,Validation,489293.72
4115,Validation,517408.48
4116,Validation,504566.28
4117,Validation,633826.55
4118,Validation,520493.83
4119,Validation,525200.59
4120,Validation,497250.22
4121,Train,504963.84
4122,Test,529707.87
4123,Train,543706.04
4124,Validation,549665.67
4125,Validation,576252.35
4126,Test,554093.15
4127,Train,552338.76
4128,Validation,581854.5
4129,Test,555954.13
4130,Validation,578832.41
4131,Validation,514709.76
4132,Train,506705.36
4133,Train,475158.24
4134,Validation,504754.74
4135,Train,518628.42
4136,Validation,416881.66
4137,Validation,615026.15
4138,Validation,545844.91
4139,Validation,540811.85
4140,Train,475127.18
4141,Test,489079.23
4142,Validation,489674.23
4143,Validation,520632.8
4144,Validation,513737.0
4145,Train,516909.24
4146,Validation,534970.68
4147,Validation,465108.52
4148,Test,497374.57
4149,Validation,463513.26
4150,Train,472330.71
4151,Validation,472591.07
4152,Test,468189.93
4153,Validation,445736.36
4154,Test,442457.35
4155,Validation,457884.06
4156,Train,454800.96
4157,Train,471054.16
4158,Validation,462454.39
4159,Validation,456140.34
4160,Validation,457883.94
4161,Test,461868.09
4162,Train,455751.84
4163,Test,462474.16
4164,Validation,458343.7
4165,Test,445530.16
4166,Train,447727.52
4167,Validation,453210.24
4168,Validation,450337.47
4169,Test,436293.4
4170,Validation,438068.71
4171,Validation,440491.33
4172,Validation,437893.76
4173,Validation,441407.06
4174,Train,444160.07
4175,Train,447139.8
4176,Validation,443810.78
4177,Validation,461548.98
4178,Validation,455162.92
4179,Validation,462058.19
4180,Test,448392.17
4181,Validation,445475.3
4182,Train,462080.47
4183,Test,453943.89
4184,Train,459631.74
4185,Validation,438334.39
4186,Validation,484661.87
4187,Train,431266.64
4188,Validation,423707.69
4189,Validation,462732.36
4190,Train,407112.22
4191,Validation,428631.91
4192,Validation,445332.28
4193,Train,519354.88
4194,Train,397631.02
4195,Test,451077.21
4196,Validation,465408.72
4197,Train,439132.62
4198,Validation,425989.04
4199,Validation,490970.95
4200,Validation,470921.24
4201,Validation,417070.51
4202,Validation,432687.97
4203,Validation,443334.71
4204,Test,438529.81
4205,Validation,425470.84
4206,Train,431754.01
4207,Train,437926.79
4208,Train,443889.5
4209,Train,426666.92
4210,Validation,445358.73
4211,Validation,423687.2
4212,Validation,438789.52
4213,Train,424614.59
4214,Validation,435102.2
4215,Test,429305.82
4216,Test,432808.48
4217,Validation,424697.05
4218,Validation,435481.03
4219,Train,422715.74
4220,Validation,428782.38
4221,Validation,419764.37
4222,Test,420515.63
4223,Validation,423441.76
4224,Validation,414245.96
4225,Train,431798.64
4226,Validation,412224.67
4227,Validation,414450.61
4228,Test,387944.83
4229,Test,369722.32
4230,Train,370897.82
4231,Test,382914.66
4232,Validation,391837.56
4233,Validation,387001.13
4234,Validation,417528.26
4235,Validation,410711.99
4236,Train,428958.53
4237,Test,426151.88
4238,Validation,432359.04
4239,Validation,409686.63
4240,Validation,436462.63
4241,Validation,452163.93
4242,Validation,412385.75
4243,Validation,436741.02
4244,Train,441265.08
4245,Validation,492022.68
4246,Validation,376777.45
4247,Test,457030.86
4248,Validation,447023.91
4249,Validation,438760.62
4250,Validation,433037.66
4251,Validation,434080.74
4252,Validation,451365.99
4253,Test,435109.11
4254,Test,425215.71
4255,Validation,438640.61
4256,Validation,446617.89
4257,Validation,413617.45
4258,Validation,430222.97
4259,Validation,449603.91
4260,Validation,461511.92
4261,Train,428784.7
4262,Validation,462909.41
4263,Validation,433744.83
4264,Validation,454477.54
4265,Validation,436070.45
4266,Validation,460945.14
4267,Test,449355.91
4268,Validation,427021.18
4269,Test,437222.94
4270,Validation,438523.24
4271,Train,428554.63
4272,Train,423192.4
4273,Validation,440553.42
4274,Validation,417640.34
4275,Test,427491.04
4276,Validation,424581.17
4277,Validation,425136.55
4278,Validation,430878.28
4279,Validation,423351.15
4280,Validation,425296.65
4281,Validation,439132.5
4282,Validation,433565.77
4283,Validation,437773.31
4284,Validation,443891.64
4285,Validation,425410.04
4286,Train,446751.45
4287,Train,434593.26
4288,Validation,437537.29
4289,Train,439424.5
4290,Validation,1469252.05
4291,Test,1543947.23
4292,Test,1473386.75
4293,Train,1344354.41
4294,Validation,1384870.51
4295,Validation,1366193.35
4296,Validation,1332261.01
4297,Validation,1229635.7
4298,Validation,1357600.68
4299,Validation,1395710.09
4300,Validation,1367448.28
4301,Test,1280465.8
4302,Train,1243200.24
4303,Train,1381796.8
4304,Test,1287288.59
4305,Validation,1337405.6
4306,Test,1309437.17
4307,Train,1427624.5
4308,Test,1377092.33
4309,Train,1368090.08
4310,Validation,1303523.73
4311,Validation,1311704.92
4312,Validation,1315118.4
4313,Validation,1335433.72
4314,Train,1276031.84
4315,Validation,1231993.14
4316,Test,1352401.08
4317,Test,1327719.34
4318,Test,1376571.21
4319,Validation,1326621.98
4320,Train,1302047.48
4321,Validation,1308179.02
4322,Test,1294105.01
4323,Train,1230250.25
4324,Validation,1213981.64
4325,Train,1300131.68
4326,Validation,1265852.43
4327,Validation,1262289.29
4328,Test,1257921.28
4329,Train,1324455.72
4330,Validation,1352780.76
4331,Test,1359158.57
4332,Validation,1858856.06
4333,Test,1338716.37
4334,Validation,1475685.1
4335,Validation,1714667.0
4336,Test,2068942.97
4337,Validation,1198071.6
4338,Test,1311986.87
4339,Validation,1350730.31
4340,Train,1344167.13
4341,Train,1254955.68
4342,Validation,1443206.46
4343,Test,1539230.32
4344,Train,1539063.91
4345,Validation,1365678.22
4346,Train,1412721.18
4347,Validation,1405572.93
4348,Test,1425559.02
4349,Validation,1357036.1
4350,Validation,1344890.73
4351,Train,1416790.17
4352,Validation,1408464.08
4353,Test,1461393.91
4354,Test,1331137.96
4355,Validation,1388755.61
4356,Validation,1408118.22
4357,Train,1387365.19
4358,Train,1342273.64
4359,Validation,1430348.1
4360,Validation,1425299.37
4361,Validation,1491039.14
4362,Test,1375962.46
4363,Train,1371889.27
4364,Validation,1423144.47
4365,Train,1415473.91
4366,Validation,1401944.8
4367,Test,1308122.15
4368,Validation,1428993.33
4369,Validation,1443311.49
4370,Test,1487542.53
4371,Validation,1417267.07
4372,Test,1385769.03
4373,Test,1376670.27
4374,Validation,1363460.86
4375,Train,1347607.74
4376,Validation,1285534.74
4377,Test,1427383.24
4378,Train,1378340.18
4379,Validation,1409310.4
4380,Train,1346862.72
4381,Test,1426405.46
4382,Validation,1444783.64
4383,Validation,1445174.79
4384,Test,1934099.65
4385,Validation,1388809.43
4386,Validation,1556798.94
4387,Train,1611196.61
4388,Validation,2026176.14
4389,Validation,1355405.95
4390,Train,1401232.52
4391,Train,1377485.12
4392,Test,1372504.9
4393,Test,1259941.48
4394,Train,1391479.91
4395,Validation,1527688.58
4396,Train,1570813.52
4397,Test,1392543.37
4398,Train,1427881.22
4399,Validation,1439034.86
4400,Validation,1481728.13
4401,Train,1365824.97
4402,Validation,1318854.22
4403,Validation,1496169.81
4404,Test,1407842.91
4405,Test,1407036.59
4406,Validation,1311352.25
4407,Validation,1391257.28
4408,Validation,1392938.06
4409,Train,1441473.82
4410,Validation,1397094.26
4411,Test,1404516.29
4412,Test,1443285.79
4413,Validation,1431003.43
4414,Test,1394065.76
4415,Train,1349202.25
4416,Train,1458059.42
4417,Validation,1374301.34
4418,Validation,1392395.2
4419,Validation,1303732.36
4420,Validation,1390174.63
4421,Test,1386472.59
4422,Validation,1410181.7
4423,Train,1379783.21
4424,Validation,1373651.49
4425,Validation,1358111.62
4426,Validation,1327705.44
4427,Validation,1373064.87
4428,Test,1279080.58
4429,Train,1363365.05
4430,Validation,1401113.42
4431,Train,1378730.45
4432,Validation,1340232.55
4433,Train,1087616.19
4434,Validation,1123566.12
4435,Validation,1082559.06
4436,Validation,1053247.1
4437,Validation,1066566.74
4438,Validation,1093319.37
4439,Validation,1059781.78
4440,Validation,1076021.58
4441,Validation,1131732.94
4442,Validation,1095889.22
4443,Validation,1082763.27
4444,Validation,1072474.8
4445,Test,1066792.63
4446,Train,1133657.58
4447,Validation,1079314.52
4448,Test,1143819.35
4449,Validation,1205662.85
4450,Validation,1149234.96
4451,Validation,1192074.09
4452,Validation,1150191.72
4453,Test,1124763.74
4454,Train,1187988.64
4455,Validation,1077253.67
4456,Validation,1120172.24
4457,Test,1109574.11
4458,Test,1065350.56
4459,Validation,1144552.09
4460,Train,1157975.68
4461,Validation,1189887.86
4462,Test,1140501.03
4463,Validation,1095932.51
4464,Train,1028635.39
4465,Train,1043962.36
4466,Validation,1067432.1
4467,Train,1061089.56
4468,Validation,1085483.44
4469,Validation,1096692.88
4470,Validation,1102185.0
4471,Test,1115138.51
4472,Validation,1063056.21
4473,Validation,1141019.11
4474,Validation,1150729.89
4475,Validation,1634635.86
4476,Train,1200892.56
4477,Validation,1377322.73
4478,Test,1557776.1
4479,Test,1949183.14
4480,Validation,955463.84
4481,Validation,1046416.17
4482,Validation,1028206.51
4483,Validation,1078348.91
4484,Validation,1006814.85
4485,Validation,1070457.8
4486,Validation,1124357.2
4487,Validation,1183528.58
4488,Validation,1054754.67
4489,Test,1106847.62
4490,Test,1101458.21
4491,Validation,1100765.5
4492,Validation,1068719.22
4493,Train,1051121.02
4494,Train,1102975.59
4495,Train,1120508.14
4496,Validation,1210602.91
4497,Validation,1107494.55
4498,Train,1181793.55
4499,Validation,1138162.76
4500,Validation,1145084.76
4501,Validation,1175447.49
4502,Validation,1167757.0
4503,Validation,1239741.34
4504,Train,1192031.38
4505,Validation,1163869.52
4506,Test,1199845.29
4507,Train,1110244.52
4508,Validation,1144254.26
4509,Train,1185674.48
4510,Validation,1169988.62
4511,Validation,1201694.14
4512,Test,1206795.74
4513,Validation,1221318.17
4514,Validation,1183740.91
4515,Train,1152117.5
4516,Validation,1128237.3
4517,Validation,1142499.25
4518,Validation,1116140.29
4519,Train,1088943.98
4520,Test,1149448.02
4521,Validation,1175420.26
4522,Validation,1151258.74
4523,Validation,1185391.96
4524,Validation,1204628.28
4525,Validation,1182733.0
4526,Validation,1181651.55
4527,Validation,1684468.66
4528,Train,1179773.88
4529,Validation,1415746.91
4530,Validation,1556017.91
4531,Train,1959526.96
4532,Validation,1102367.65
4533,Validation,1099937.25
4534,Validation,1071598.36
4535,Validation,1080012.04
4536,Validation,1051864.6
4537,Test,1156826.31
4538,Validation,1129422.86
4539,Test,1243812.59
4540,Validation,1091822.72
4541,Test,1153332.89
4542,Validation,1124537.97
4543,Validation,1138101.18
4544,Validation,1146632.46
4545,Validation,1108686.87
4546,Train,1270577.01
4547,Validation,1171834.47
4548,Validation,1121405.91
4549,Validation,1126962.44
4550,Validation,1187384.53
4551,Validation,1187051.07
4552,Validation,1177539.71
4553,Train,1232784.22
4554,Test,1157557.79
4555,Validation,1246322.44
4556,Validation,1234759.54
4557,Validation,1196880.11
4558,Validation,1178211.81
4559,Validation,1214183.97
4560,Test,1141184.66
4561,Validation,1167829.33
4562,Validation,1144901.52
4563,Test,1183571.35
4564,Test,1227469.2
4565,Train,1261306.37
4566,Train,1272809.11
4567,Train,1183979.27
4568,Train,1126685.95
4569,Validation,1156377.47
4570,Validation,1159119.6
4571,Validation,1157111.15
4572,Validation,1202775.24
4573,Validation,1176681.31
4574,Validation,1199292.06
4575,Train,1219979.29
4576,Validation,274593.43
4577,Test,294882.83
4578,Validation,296850.83
4579,Validation,284052.77
4580,Train,291484.89
4581,Test,312161.0
4582,Train,282235.73
4583,Train,262893.76
4584,Test,274634.52
4585,Test,325201.05
4586,Validation,307779.64
4587,Test,263263.02
4588,Validation,275883.23
4589,Test,326870.13
4590,Validation,331173.51
4591,Test,294264.2
4592,Validation,279246.33
4593,Test,285100.0
4594,Test,310800.79
4595,Validation,272399.08
4596,Validation,259419.91
4597,Test,267495.76
4598,Validation,302423.93
4599,Validation,280937.84
4600,Validation,252734.31
4601,Validation,242047.03
4602,Test,262789.95
4603,Train,265367.51
4604,Test,230519.49
4605,Train,224031.19
4606,Validation,237405.82
4607,Validation,272834.88
4608,Test,246277.18
4609,Validation,231976.84
4610,Test,224294.39
4611,Validation,266484.19
4612,Validation,251732.92
4613,Validation,234175.92
4614,Test,213538.32
4615,Test,246124.61
4616,Validation,272803.94
4617,Test,224639.76
4618,Test,240044.57
4619,Validation,209986.25
4620,Train,253050.1
4621,Validation,238875.26
4622,Validation,249246.8
4623,Train,219804.85
4624,Validation,243948.82
4625,Validation,259527.75
4626,Test,244856.44
4627,Validation,231155.9
4628,Validation,234218.03
4629,Test,276198.74
4630,Validation,252349.6
4631,Validation,242901.21
4632,Validation,245435.8
4633,Validation,270921.44
4634,Validation,247234.47
4635,Validation,238084.08
4636,Validation,232769.09
4637,Validation,271924.73
4638,Validation,275749.56
4639,Validation,248603.3
4640,Validation,248561.86
4641,Validation,257031.19
4642,Validation,279466.87
4643,Validation,239206.26
4644,Test,239431.85
4645,Validation,243477.03
4646,Train,258427.39
4647,Validation,238172.66
4648,Validation,238433.53
4649,Test,226702.36
4650,Validation,262717.71
4651,Validation,265003.47
4652,Validation,238915.05
4653,Train,224806.96
4654,Validation,242456.39
4655,Test,274721.85
4656,Validation,242771.37
4657,Test,237095.82
4658,Validation,239198.36
4659,Validation,281842.28
4660,Train,262407.57
4661,Validation,234793.12
4662,Validation,229731.98
4663,Validation,262159.13
4664,Validation,272487.33
4665,Validation,233543.08
4666,Validation,231319.96
4667,Validation,236157.12
4668,Train,271961.04
4669,Validation,251294.5
4670,Train,255996.47
4671,Test,220060.35
4672,Validation,270373.05
4673,Validation,259638.35
4674,Validation,256235.19
4675,Train,215359.21
4676,Validation,267058.08
4677,Validation,279447.22
